,author,content,score,time
19,Clement Shopov,"The Italian health authorities say that more than 99% that died from the coronavirus had other serious illnesses. if the total amount of people dying is already low, at 3% in Italy, less than 1% of that 3% are true coronavirus deaths. These simple stats show that this illness is NOT serious at all. Bloomberg has the news article, see for yourselves.


 WAKE UP! this is a hoax designed to take your freedoms away through draconian laws!",0,2020-03-21T04:25:30.000Z
20,i love ashley,Virus be living the life thoo,0,2020-03-21T04:13:22.000Z
21,Seattle Reseller,"Seattle was named the epicenter of the coronavirus outbreak in the United States when all this first started we have a huge diversity in all races and we are not under lock down and doing pretty good! People started before it was required. 
Please stay home it will make all the difference in the world. I've not left my house but once in two weeks!!! Stick together be safe God Speed",0,2020-03-21T03:24:43.000Z
22,Shakira Bells,goshhhh they should be done last month probably where almost done and the virus is not much spreading and to much people dying right now,0,2020-03-21T01:31:50.000Z
23,XLR8RRICK Hudson,NO NEED FOR THE BACKGROUND MUSIC,0,2020-03-20T18:41:39.000Z
24,KAOS,"Trump said this has never happened before,,,,,, trump look back 1918 pandemic,, Spanish flu Ebola,, small pox,,, do your history   every hundred years, some thing pops out,,",0,2020-03-20T18:00:38.000Z
25,Tomy Toma,"China is terrorist country ,china must pay for everything !!!",0,2020-03-20T17:50:40.000Z
26,Vanessa Bayardo,"@F F I am californian, born and raised, I wish I could defend other californians from your statement, but how can I? They are blaming millenials. I am a millenial and I'm taking care.",0,2020-03-20T16:47:14.000Z
27,cloud,THE END OF THE WORLLLDDDD,0,2020-03-20T16:32:22.000Z
28,I Met You Today,Give them Black Seed Bitters.....Gye Nyame!!  🙏🏾❤️🌍,0,2020-03-20T16:27:46.000Z
29,Jonathan Grabban,"Are you in need of face mask or alcohol based hand sanitizers to keep you constantly protected? Are you having troubles with the long queues at the stores in getting your required items? Do you want to get tested at the comfort of your home with a scientifically designed Russia test kit and get result in 18 hours? Do you also need the chloroquine and Zinc Treatment Combo to keep your immune system strong and fight off the virus? If yes, then I suggest you contact this professional hacker to save you from the present world crisis. Prevention is better than cure so please stay home and quarantine yourself. I’m so happy that I got help from hacker Gavin. He is a professional online carting and medical hacker and I’m glad that I contacted him for my desired needs and necessary pandemic essentials to keep myself safe without leaving the comfort of my home. He also shipped a scientifically designed Russia test kit to my home and I got tested myself without having to go to any hospital. It is a big risk going to the hospital to get tested as lots of positive patients are out there making it easier to contact the Covid-19 virus at the hospital. All I did was share my home address with hacker Gavin and I had all my orders and medical resources shipped to my door step conveniently. You can contact this great hacker “Gavin” via Gmail  (cyberhackinggenius) or text and speak to him directly on his phone and WhatsApp : +19256795146 and don’t forget to thank me later!",0,2020-03-20T16:15:39.000Z
30,cradle0fcthulhu,"People all over should start making homemade masks to share. Maybe disinfect  things u buy from the store too, u don't know who's been touching that product or where it's from",0,2020-03-20T15:20:27.000Z
31,Obi_wan Kanobi,We’re all going to die from this 😭❤️,1,2020-03-20T13:56:04.000Z
32,Varangian Tactical,Well its not the plague but... It'll do for now.,0,2020-03-20T13:45:15.000Z
33,C Y,"Those disgusting people on the beaches, your next stop is ICU congrats!",0,2020-03-20T12:26:17.000Z
34,Christian Taylor,Thank you China!  Keep eating plague animals. Poor creatures in cages! This is nature fighting back,3,2020-03-20T11:46:33.000Z
35,My life My Rules,"Norwegians loved Corona so much...they now have a Corona law and a 14 day paid sick leave every year....

Doctors are so dumb they only help the rich ...",0,2020-03-20T11:02:59.000Z
36,yaps yakp,Coronavirus took 80% of country also greenland should we win or die? Comment me,0,2020-03-20T10:52:19.000Z
37,BONG CHAN PENG,😞Must Stay home 🏠👍,1,2020-03-20T10:39:08.000Z
38,Shagem Hele,Florida state is endangering the whole of the US. the politicians should be hanged.,0,2020-03-20T10:06:21.000Z
39,Johnathon Lutz,I guess crossing into Canada through Roxham road an illegal border crossing is “essential”,1,2020-03-20T09:49:32.000Z
40,One Truth,"Every day more stupidity in action. Apparently viruses are not alive and are products of your body to de-toxify your body. Supposedly all vaccines are designed to give people whatever it is that it's supposed to fight.only time I got the flu was after foolishly getting conned by my doctor to get the shot. Was sick for 3 weeks. That was over 10 years ago. Now my body  detoxes twice a year. Weather change fall to winter and winter to spring. Lasts about a day or two, no fever, no aches, no pains, just a little running nose , a sneeze here and there, and done.  Don't have to ask, my body just does its job. Get another vaccine shot  for any reason... not in a thousand years. You want to put crap in your body? Be my guest.",0,2020-03-20T09:18:42.000Z
41,Wilfred Gomez,"I was watching this video shores full of beach goers, and something came to my sleeping brain about the VIRUS COVID, "" CAN THE VIRUS SURVIVE IN SEA WATER? IF NOT, LET US ALL HAVE A PLUNGE IN THE OCEAN, IF SEA WATER CAN USE TO CLEAN AND CLEAR UP THE COMMUNITY LIKE USING SEA  WATER TO SANITIZE AND DISINFECT THE STREETS WE GOT THE SOLUTION"" 
----WilfredGinnoGomez------+",0,2020-03-20T08:24:42.000Z
42,Drew Shellnut,Global warming,0,2020-03-20T05:54:55.000Z
43,Daniel Frederick,First thought is that if they closed the Mexico US border to non essential crossing someone somewhere would be offended and call it racist,1,2020-03-20T05:53:34.000Z
44,CHRISTOur ETERNALJOY,"It is so sad that the world is under the control of evil one (devil)(1John5:19).and in 2Corin.4:4 the god (fake) of this world blinded the mind of unbelievers.but The TRUTH is GOD ALMIGHTY (FATHER,WORD,HOLY SPORIT) is the CREATOR of the World and All Things therein(Acts17:24).in Rev.11:15 says that all kingdoms of this world become the Kingdom of THE LORD and HIS LAMB ,and HE shall REIGN For ever and ever.There is HOPE in GOD that is Why We should do What Israelites and Jacob did to Please GOD (Gen.35:2&1Sam.7:3) to Stop that corona virus that spread the whole world.",0,2020-03-20T05:44:50.000Z
45,Marlen Medina,There Was a movie about  coronavuise and it from 2013!!!why dose every movie con to lifeeeee,1,2020-03-20T05:29:26.000Z
46,Saiga Legacy,"Just beginning on 2020, it’s been devastating already. Yet heat waves, fires , crazy weather and storms are yet to come! +one big quake is imminent. Something we haven’t seen before is coming within this year. You’ll find out when we get closer to Summer. This is the time where you should stack up food supplies and build a bunker. I’m ready. Good luck",0,2020-03-20T04:22:13.000Z
47,CeMasked 27,Why do people dislike this vid?,2,2020-03-20T03:47:09.000Z
48,joe 90,China owes Trillions in compensation,2,2020-03-20T01:06:02.000Z
49,Isai D,You forgot to mention Toilet paper along with bread and rice lol!,0,2020-03-20T00:27:44.000Z
50,Halina Sz,China virus killing  us ....I'm scared  for all of us ...!!!,8,2020-03-20T00:11:27.000Z
51,atommachine,question everything say no to 5G,0,2020-03-20T00:06:02.000Z
52,Tracy Bower,The UK needs to do the same to keep the migrants out.,1,2020-03-19T23:37:40.000Z
53,Bryan Charles,The CDC’s latest findings about coronavirus say if it comes in contact with toxic masculinity it can be extremely lethal. To keep the strong & independent women safe we Men must not help them during this crisis. They don’t need us anyway…be sure to remind them of that.,1,2020-03-19T23:33:25.000Z
54,Sofia Diane,My mom and dad are constantly out it sucks,1,2020-03-19T23:19:36.000Z
55,Amos Reed,The beaches and liquor helps against the virus,1,2020-03-19T22:12:37.000Z
56,Douglas Renderos,Did you did a video for the haker,0,2020-03-19T21:52:43.000Z
57,Viola Gentsch,"Every 20 years there's a tragedy, a war. I hope this virus and earthquakes in Utah (were polygamy is a filthy lifestyle) are just the beginning of our Father finally answering our prayers. What's next? I hope Florida. ✌",2,2020-03-19T21:41:22.000Z
58,Just sum Random guy,I’m so sick of my generation! god help us when war or a even more serious pandemic happens,7,2020-03-19T21:16:04.000Z
59,Christopher Andrews,Lets not forget all top ceo officials that quit before this happened. Hmmm look it up,0,2020-03-19T20:35:27.000Z
60,Gypsy Rowdy,I'm scared 😞😢,1,2020-03-19T20:08:26.000Z
61,Scott Bowen Kelly,Please Get Rid of The Coronavirus Soon 🙏🏼,3,2020-03-19T19:55:28.000Z
62,Lee King,Research EVENT 201,1,2020-03-19T19:32:20.000Z
63,K,Trudeau is a liar. Why are flights still coming in from China? Illegals walking across the boarder into open arms. Disgraceful. Trudeau has failed Canada,1,2020-03-19T19:29:07.000Z
64,duncan bond,Why don't I hear about the people recovering?,5,2020-03-19T18:52:51.000Z
65,Camille Moore,What happens when people start not working?,1,2020-03-19T18:31:26.000Z
66,Elizabeth Beckhusen,Tearing up here.  Making masks with the stores upholstering material and not even charging for the fabric cost.  Bless them for the good they do.  Pockets of good people - gives one hope,2,2020-03-19T18:12:41.000Z
67,Martie K,How is the beach essential?? Do these kids not care about others.  If so that's heartbreaking.  The failure for us to pass dr own respect to youth is sad.  If we make it ... I hope that changes.,1,2020-03-19T17:56:18.000Z
68,Martie K,Close the beaches,2,2020-03-19T17:54:10.000Z
69,Siyabonga Sibiya,its TIME WE NEED ALIENS ASSISTENCE     /ALIENS /ALIENS/ALIENS.,8,2020-03-19T16:54:56.000Z
70,firebird_SPLEEN,Pray to Jesus to heal our land,3,2020-03-19T16:23:34.000Z
71,Divya Bansal,"Let's pray together.. whoever read this msg.. nd reader belongs to any religion.. there is a power beyond our imagination.. 
pray fr world
Pray fr human being who are fighting frm covid 19..",1,2020-03-19T15:22:05.000Z
72,tommy greeneyes,Florida govenor needs his hands and feet smashed with sledge hammer. Keeps beaches open saves money by not policing corrupt demon. Causing longer spread times. Florida is the herpeee of america,4,2020-03-19T15:18:05.000Z
73,slim pickinsworld,All the Politicians and News commentators sound like robots and how come they never have masks on while being outside? Maybe they know the truth and have been provided a vaccine:>(  Fear Mongers that's what this is all about and finally MONEY :>(,0,2020-03-19T15:14:34.000Z
74,Torvic,Agent of Satan: Pope and PM,0,2020-03-19T15:09:04.000Z
75,Torvic,Agents of Satan: Trump,1,2020-03-19T15:08:03.000Z
76,Torvic,Agent of Satan: Merkel,0,2020-03-19T15:07:12.000Z
77,Torvic,Agent of Satan: Johnson,4,2020-03-19T15:06:52.000Z
78,Torvic,Agent of Satan: Trudeau,0,2020-03-19T15:06:16.000Z
79,Jose Yorro,What???!!!! Only now!!!!,0,2020-03-19T14:31:22.000Z
80,Jay Muller,And the governor of Florida says the restaurants can stay open for carryout orders. So the customers come in they stand 2 feet from the cashier sometimes 10 or 15 of them standing around waiting for their orders. What the hell's the difference from that and dining in? They are putting restaurant employees lives in danger just to please tourist.,0,2020-03-19T14:06:42.000Z
81,L WGG,"Ok. American citizens, please don't come to Europe.",29,2020-03-19T13:19:22.000Z
82,CHARLIE IM,God bless Florida!,1,2020-03-19T12:51:23.000Z
83,Allison Kelly,This Coronavirus Must Be Destroyed Soon So The Kids Can Go Back To School 🏫,6,2020-03-19T12:32:42.000Z
84,Dave Hibbs,Florida governor is playing with FIRE!!! And you'll in Florida are about to get Burnt BIG time.,37,2020-03-19T12:16:43.000Z
85,longrider,I just watched a youtube video on the 1918 Spanish flu pandemic which killed an estimated 100 million. It  peaked out within 2 months so it surged and was over quite quick but spread very fast and very far and wide. I hope this goes better than that did.,1,2020-03-19T12:05:47.000Z
86,Carol P,The all globe is shut down while the politicians can go on with their plans. Good one!!,2,2020-03-19T11:09:21.000Z
87,madquest8,"Governments are lying about the death rate, it has to be 10-100 times worse, based on the responses that are being taken. FACT.",2,2020-03-19T10:22:02.000Z
88,GADSUS,Florida beach will highly contribute to America's excellent outbreak of virus in a few days,34,2020-03-19T09:34:37.000Z
89,agustin,The numbers are real?,0,2020-03-19T07:56:33.000Z
90,Matthew B,"I find it interesting that Russia doesn't seem to have any cases and yet they are right next to China, about 1700 miles apart? What's going on here? How are they immune to this?  Are we being set up for something bigger than this?",3,2020-03-19T07:33:21.000Z
91,VeritasVirtus Libertas,HUMANITY VERSUS VIRUSES. WHICH EVIL WIN THIS WAR??,2,2020-03-19T07:33:13.000Z
92,田中博,「chinese money love!!」by Tedros,1,2020-03-19T07:10:52.000Z
93,Jaylar,"OH LORD JESUS I PRAY FOR THE HEALING TOUCH UPON THIER BODY MIND AND SPIRIT I BEG YOU TO REMOVE ANY FEAR OF ANXIETY FILL THEM WITH PEACE THAT YOU ALONE CAN GIVE I ALSO PLACE MYSELF COMPLETELY IN YOUR HANDS OH LORD JESUS WE TRUSTING YOUR CARE AND LOVE FOR US MAY THE RECOVERY BE SWIFT THIER STRENGTH RENEWED AND THIER HEALTH RESTORED I LIFT ALL THIER AFFLICTIONS IN YOUR HANDS FOR YOU ARE THE DIVINE HEALER WITH DIVINE MERCY FORGIVE US OUR SINS, HEAVEN AND EARTH WILL CHANGES BUT YOUR MERCY WILL NEVER BE EXHAUSTED, JESUS WE SURRENDER OURSELVES UNTO YOU!!! I BEG YOUR MERCY SAVE THE EARTH 🌍 AND ALL  OF THE WHOLE WORLD.,, AMEN!!!",0,2020-03-19T05:37:52.000Z
94,Jaylar,"O JESUS, I BEG YOUR MERCY AND  ALL THE WHOLE WORLD 🌎 I UNITE MY DESIRE THAT DESIRES YOU HAD ON THE CROSS I CALL UPON YOU AND BEG YOUR MERCY OF POOR SINNERS , O MOST SACRED HEART FOUNT OF MERCY FROM WHICH GUSH FORTH RAYS OF INCONCEIVABLE GRACES, BE MINDFUL OF YOUR  OWN BITTER PASSION , AND DO NOT PERMIT THE LOSE OF SOULS REDDEMED AT SO DEAR A PRICE . O JESUS LET EVERY SOUL TRUST YOUR PASSION,  AND PLACE IT  HOPE IN YOUR MERCY, YOU WILL NOT DENY  YOUR MERCY TO ANYONE  HEAVEN AND EARTH MAY CHANGE BUT YOUR MERCY WILL NEVER BE EXHAUSTED, JESUS I DESIRES TO BRING ALL SINNERS TO YOUR FEET, THAT THEY MAY GLORIFY YOUR MERCY, THROUGHOUT YOUR MERCY ,  THROUGHOUT ENDLESS AGES , I  NOW EMBRACE THE WHOLE WORLD  🌍 AND ASK YOUR MERCY FOR IT.. ,",1,2020-03-19T05:37:29.000Z
95,Ima Virus,Give the youth a break you flower power people. Let them have a life that the over 70's have had. Reality,0,2020-03-19T04:35:47.000Z
96,Nancy Nash,oh so all the virus on the trucks and sneezing on the produce can come through? The to the stores handled without gloves by dirty hands and customers who come and feel up all the produce and don't wear mandatory masks or gloves... yup sounds like a good plan.,1,2020-03-19T04:19:51.000Z
97,Aesfeive Orein,economy is decreasing dramatically in other countries,2,2020-03-19T04:06:42.000Z
98,Ronnie houston,I'm gonna call this historical event the coroneclips,0,2020-03-19T03:42:20.000Z
99,User 1,Hope everyone dies,0,2020-03-19T03:37:00.000Z
