,author,content,score,time
15,db,All “confirmed” figures are to be multiplied by 10.,0,2020-02-09T18:46:15.000Z
16,lance wolf,"don't worry..Mike Pence has put together a powerful task force which includes Falwell jr, Robert Jeffress, Franklin graham and Paula white..  they are going to go to china to find the Witch causing the plague...and then burn her..but you have to burn her properly...otherwise the plague will continue. They will protect themselves from contracting the virus by keeping posies in their pockets..",1,2020-02-07T15:49:44.000Z
17,Pablo solis,Prototype bio weapon virus being tested?,0,2020-02-07T00:31:03.000Z
18,Beautiful Chaos,"contagious while asymptomatic, in incubation, AND in sequelae that is what is so scary! Its been reported from within Wuhan that 5 million people left the city the day before lockdown ( following the Chinese New Year)... so the numbers they are reporting of people who could be  infectious, is EXTREMELY conservative. Its probably closer to 300,000 +. Major dishonesty in reporting.. this began in early DECEMBER and was shut up!!  This virus could hold through MAY before the PEAK!! And the big QUESTION, is it true there is a human manipulation aspect within the virus, and has it been manipulated with something that will come back around months from now... I heard someone speculate it could possibly be  injected with HIV??? ALSO was this potentially released on purpose as opposed to coming from BATS in the meat market? This virus is doubling every 6 days in number of REPORTED cases with every single infected person, passing it to at least 2 people.. not counting who you could still be infecting AFTER you are feeling well... SO MANY QUESTIONS... people should be educating the public on measures to take NOW  that will help.. like ascorbic acid, iodine rubbed in nostrils... oscillococcinum. But the most important thing is that THEY SHOULD BE HONEST IN THEIR REPORTING, third world countries will not survive this if we cannot get all the CLEAR FACTS!! AND PRESIDENT TRUMP IS ABSOLUTELY doing the best thing for AMERICA with  TRAVEL RESTRICTIONS!!",0,2020-02-04T20:25:44.000Z
19,diele farias,I Love News,0,2020-02-04T13:24:09.000Z
20,Tchow Deo,Who ever disliked this F-ing video wants to die. STUPIED D.,0,2020-02-04T05:45:10.000Z
21,None Yourbiddness,"That's cute. I told myself it was the Moment it was announced . Around New Years. Stay Stupid, Murica!",0,2020-02-04T01:21:27.000Z
22,Robert Davidson,USA smart Canada stand IDIOTIC  stupid and senseless!,0,2020-02-03T08:51:31.000Z
23,Chet Killips,"Yep! Made in China, just like everything I buy. Thank you for that",0,2020-02-03T01:16:12.000Z
24,Justin,Trump cares about the American people. I’m sure half the country hates that idea. Let’s come together and love one another,1,2020-02-02T22:41:46.000Z
25,Demetrius Napavon,"How is this any more dangerous than, being in Trumps presence?",0,2020-02-02T21:29:58.000Z
26,Alam Udesky,This is an immediate order to send the afflicted to Miralago for complete treatment and compassionate people,0,2020-02-02T19:46:04.000Z
27,Erika Murphy,We’re all dead,0,2020-02-02T18:22:26.000Z
28,Rose Treiger,We are now locking the barn doors after the horse has already gotten out and is amongst you. Stupid. Complement the work of China? Stupid. What the flurk? the country that kills its own people by the millions? Are you freaking stupid. More people die from the flu. And anything the World Health Organization says I would rather run screaming into the night naked than listen to them.,0,2020-02-02T17:06:30.000Z
29,Rose Treiger,"All I can say is if you people have an inoculation you can stick it right up your blankety-blank, cuz I don't want it. Rather have the virus. 3 years of astronomical pain and unending medical issues from your mo fo flu shot. Don't even think I'm taking this s*** I don't care if Trump says so or not.",0,2020-02-02T17:04:11.000Z
30,john clark,The Corona virus is a bio weapon WAKE UP,0,2020-02-02T16:44:58.000Z
31,Jim Hammond,"China, a Communist government that forces Socialism on the majority of their population and controls the narrative of the state run media, has lied to their people and the rest of the world since the first case occurred on 12/28/19 and the real numbers of this pandemic. What makes it even worse is the fact that they are arresting their citizens who have been telling the truth about the actual number of cases of infected in that country, probably well over 100,000 people. The Chinese government has claimed this virus started in a food market, but don't be surprised if the Chinese government weaponized this virus intentionally  to not only divert attention from the uprising of their own population that is fighting for freedom and Capitalism, but knowing that this virus would intentionally spread throughout the world with the intention of not only infecting people in other countries, but negatively impacting the economies of other countries...specifically trying to halt the US economy. A downward turn in the strong US economy could have an impact on who gets elected as President in November. And I have no doubt that China would go to any extent to stop the US from electing the current President again, who has held China accountable for their unfair trade agreements in the past with the US and has currently cost China billions of dollars for their economy.",0,2020-02-02T15:15:25.000Z
32,Khali Khali,Right. Why did Trump fire the pandemic responce team in 2018?,0,2020-02-02T10:06:42.000Z
33,PrettyGirl111,Not good enough! China thinks America is stupid because this virus has already spread in all provinces not just Hubei province.More will die if all flights from China are not shut down.,0,2020-02-02T09:41:14.000Z
34,Based Roof Koreans,Epstein killed baby yoda!,0,2020-02-02T06:45:04.000Z
35,Jay M,Trump tweets 'Top priority is the safety of American people' from bunker 200 ft underground.,0,2020-02-02T06:32:38.000Z
36,Gil Ford,"President Trump signs importation ban on all Mexican beer brands to prevent spread of the Corona virus. 
""These are very bad beers, that's why I built the very big wall""",0,2020-02-02T06:04:48.000Z
37,Mystery Man,*You might as well go Super Saiyan 3 but it won't help you either*,1,2020-02-02T04:25:52.000Z
38,James DeGray,"If I were president Trump I would send a load or two of bleach to the quarantine zones, so they can stop saying he isn't doing enough, because most disposable products for handling this kind of contagen come from the region. And I hope people don't panic, but actually start paying attention and stop spreading diseases like this.",0,2020-02-02T02:03:56.000Z
39,"Hope Sorrowgrave, The Outcast",Well viruses are a part of nature whether you like it or not.,0,2020-02-02T01:23:37.000Z
40,rbeck820,What about the airplane they rode in on? Send it all over the country?,0,2020-02-02T01:13:39.000Z
41,N. Randall,End all Travel to and from CHINA.,0,2020-02-02T01:05:06.000Z
42,Chase,He said legal Americans. What about illegal americans?,0,2020-02-02T01:03:52.000Z
43,Aaron McCrea Lukman,"October 2019, Xi Jinping Say: ""There is no power that can rival China"".
Corona Virus: Are you sure about that bro!?",1,2020-02-02T00:49:23.000Z
44,M Ninja,"USA knock China economy out by corona virus.
Also best version of Brexit for UK .",0,2020-02-02T00:43:41.000Z
45,the real kung fu,Coronnavirus is the offspring of African Ebola and SARS.  MADE IN WUHAN.,0,2020-02-02T00:32:37.000Z
46,FRANKANDSTERN,"Justin Trudeau you are a social butterfly whine and cheese light in the loafers moron.  How very responsible of the President.  It's too bad the clamp on traffic wasn't  set up from the get go by Chinese officials, not to mention the Global community.",0,2020-02-02T00:27:43.000Z
47,ong kim,"Crazy dog Trump and admin will be killed by a made in China SUPER VIRUS ,,slowly and painfully,,,,",0,2020-02-02T00:05:32.000Z
48,daniel fulks,Please put the Superbowl on hold that will be nothing but a huge breeding ground for the virus!!!,0,2020-02-01T23:57:41.000Z
49,X O,"It's the safety of all human beings not only for the  american people's,  just only concerned about your own,  that was wrong,  it must be concerned with all human beings at risks.  Humanitarian aid,  Humanitarian assistance to the world.  All peoples are ONE in this planet called  EARTH .",0,2020-02-01T23:53:46.000Z
50,C T,We japanese have been always annoyed by this filthy neighbor.,0,2020-02-01T23:46:15.000Z
51,Jewish Princess,"I love you Mr President.
You are the best President America has ever known.",0,2020-02-01T23:20:41.000Z
52,Aimee Peng,what if we were to travel from cambodia？will we also have to take these safety measures as well？,0,2020-02-01T22:55:39.000Z
53,Arv Clpal,"hi y'all from Texas USA here, DO NOT GO TO ANY CHINESE RESTAURANT OR CHINESE STORE,ALL THERE PRODUCT ARE CONTAMINATED WITH CORONAVIRUS!02/02/2020",0,2020-02-01T22:47:19.000Z
54,Wolfman,"The good news, WWIII is on hold.",0,2020-02-01T22:32:12.000Z
55,RUBICUNDUS ERATIUDAS,"False. This is no different than the zika, the H1N2 Swine Flue, Chikungunya, Bird flue... This is just another distraction from the real news: Trump's impeachment.
By the end of February, everybody will have forgotten about this crap. Only difference: We have already learned about these lies already.",0,2020-02-01T22:23:16.000Z
56,Stephen Erdley,"They flew people, from china to the US, after the outbreak. The governments of the world, are spreading the virus.",1,2020-02-01T22:10:24.000Z
57,Lake H,Did anyone else hear coughing in the background?,2,2020-02-01T21:38:43.000Z
58,Kent Choo,"China is the source of the virus sad isn't it, but at least they have the fastest construction builders in the world. According to CNBC, China is building two hospitals in less than two weeks to combat coronavirus. But hey Trump can build a border wall, but he needs more help there, i think part of of it has collapsed, due to some pleasant breeze. Let Trump prove he can build better than China, Cheer him on, lets see him at the border wall showing the greatest American construction ever. Go Trump!!!",1,2020-02-01T21:33:06.000Z
59,Solomon Arthur,Just use nano silver,0,2020-02-01T21:29:09.000Z
60,Ddewin Æther,Time to shut our borders.,1,2020-02-01T21:19:41.000Z
61,Terrence P. Urbanis,"Why doesn't the CDC/HHS/USGOV know ALL or have lists of the passengers from China coming into the USA at ports of entry and airport terminals?  Using the computers, it would be easy to know who is entering the country, country of origin and passport info.  Then track all of them down on an individual basis.  Also, past time to close up tight our southern border as we have no idea if Mexico is capable of screening incoming passengers and who knows how many infected people are trying to rush the southern border from many different countries.",0,2020-02-01T21:10:12.000Z
62,Deb Carsey,So is it bad that I'm thinking CBS has unleashed this as a promo for their new adaptation of Stephen Kings  _The Stand_ ? My introvert self is fantasizing about living through the apocalypse with Gary Sinise       _M-o-o-n That spells Wuhan Flu_,0,2020-02-01T21:04:07.000Z
63,Novus Ordo Seclorum,AFTER THEY ALREADY CAME HERE????,2,2020-02-01T21:01:46.000Z
64,fallen son,im ready to die let goooooo spread it baby,0,2020-02-01T20:44:29.000Z
65,Cyril,"""Democrats reflexively ask ""can we impeach him for that?""""",0,2020-02-01T20:41:47.000Z
66,Geezee 5six2,Watch his dumbass go and ask the military to bomb the corona virus,0,2020-02-01T20:39:44.000Z
67,Thomas Gassett,"Trump administration : We lose around 40 thousand a year to the regular old flu.  Having seven people with Coronavirus, a variant of SARRS is nothing  to wet yourself over.",1,2020-02-01T20:31:27.000Z
68,LoveNLaugh,There is no telling how many people came in contact and it spreads at a rapid pace. This is terrible!,0,2020-02-01T20:25:35.000Z
69,John Villeneuve,This is SOOOOOOOOOOOOOOOOOOOOO FAKE!!!,0,2020-02-01T20:20:14.000Z
70,John Villeneuve,They're gonna take are guns;  luckily our Trump will see through this coup!,0,2020-02-01T20:17:34.000Z
71,Dylan Combrink,What if the Coronavirus was created by the US to cause distraction to continue plans against Iran,0,2020-02-01T20:14:27.000Z
72,Alexis Ashley,Hopefully pelosie @ shift can stop him,0,2020-02-01T20:09:15.000Z
73,krnxemb,No compliment to commie china nor who! What a BS statement. This should’ve been declared a week ago!,2,2020-02-01T20:00:41.000Z
74,sudi yanto,"SAYA SUDIYANTO DARI INDONESIA.

DI BERITAHUKAN KEPADA SEMUA YANG TERINFEKSI VIRUS CORONA.

MINUMLAH JUS PARE  HANGAT 50°C
( JUICE BITTER MELON WARM 50°C). SATU GELAS ( CUP 100 ML )
1 DAY 3X

SEMOGA CEPAT SEMBUH

TERIMAKASIHI AM SUDIYANTO FROM INDONESIA. NOTICE TO ALL INFECTED CORONA VIRUSES. DRINK JUICE PARE WARM 50 ° C (JUICE BITTER MELON WARM 50 ° C). ONE GLASS (CUP 100 ML) 1 DAY 3X GET WELL SOON THANK YOU",0,2020-02-01T19:52:43.000Z
75,hudsontoo1212,"Lol. There’s a man made protein in the virus, the WHO said “no big deal” at first- then said, “BIG DEAL”. The Chinese are leaking footage talking about hundreds of thousands being sick- posting videos of people falling out in the streets.... OH! And the Bill and Melinda Gates Foundation Ram a scenario like this, that killed 69 million people just a couple weeks before this all came to light. These people aren’t here to help us.",2,2020-02-01T19:52:05.000Z
76,Diana Cline,Thank you mr president for thanking about America's first,0,2020-02-01T19:48:56.000Z
77,whatever3210,Bio-weapon.,1,2020-02-01T19:47:35.000Z
78,Zolee Little,Trump has enough IQ (...Obama hasn't),0,2020-02-01T19:38:11.000Z
79,Pinky poo Butt,Its a plague,0,2020-02-01T19:21:49.000Z
80,ai Spadez,Plz trump take action i dont want this to hit my county ?,0,2020-02-01T19:15:32.000Z
81,Andrew Izaguirre,What if the US created this to stop china and tax tariffs conspiracies 1🤫,0,2020-02-01T19:13:05.000Z
82,Andrew Izaguirre,Its not that serious,0,2020-02-01T19:11:10.000Z
83,Parkman,CNN: “Trump sends Asians to concentration camps”,0,2020-02-01T19:10:55.000Z
84,Rick James,But a guy flies into Boston from Wuhan with the virus. So the delayed ban could infect thousands. This is careless.,1,2020-02-01T19:08:21.000Z
85,Cloudblue0,Ok..?,0,2020-02-01T19:02:13.000Z
86,APOCLUCE SPECTER,Now fine china,0,2020-02-01T19:01:41.000Z
87,Daniel E,WHO works for Pharma.,1,2020-02-01T18:27:59.000Z
88,david arms,Thanks china,1,2020-02-01T18:26:28.000Z
89,Cliff Edward,"Washing you're hands on a regular basis and using hand sanitizer reduces your're probability of being infected. Coronavirus has always existed via the common cold. This particular strain is just more potent. Also those dying from the virus are predominantly infants,  unhealthy people and senior citizens. You're average young healthy person will get sick, but will not die from this so everyone take a deep breath.",1,2020-02-01T18:22:07.000Z
90,kiliankray,You got no witnesses that I was in China.,1,2020-02-01T18:22:06.000Z
91,J Klimas,"Has the question about the possibility that Chinese goods could be a possible source of contamination of corona virus been raised yet? Is there a risk of transferring this virus from surface contact of an infected surface? If so, maybe we should suspend trade from this region until they get their health issues under control.",0,2020-02-01T18:16:48.000Z
92,MARJAN,I told y’all just drink Heineken😭,1,2020-02-01T17:27:03.000Z
93,Archie - #lgbtpride,"I can't wait to move the US when I am old enough. A country with free people. 1st and 2nd ammendment, a good president and controlled borders.",0,2020-02-01T17:19:22.000Z
94,Zaira Cadena,28 days later,2,2020-02-01T17:17:43.000Z
95,хот лот,"coronavirus, I have a serum for diseases my whatsapp79609914348",0,2020-02-01T16:49:23.000Z
96,GTR-J,"Our Prime minister Potato Head up north is just letting people walk through airport security and he's also flying back 195 Canadians to Canada who have been quarantined in Woohan   🤷‍♂️

There's 3 cases in Ontario now",0,2020-02-01T16:34:05.000Z
97,Nick M,People like to Criticize this man even when  he has the guts to take the necessary steps to protects Americans,1,2020-02-01T16:11:21.000Z
98,Dewey Cheatum-Howe,"**THE REPUBLICANS HAVE SOLD THE COUNTRY,  OUT. REPUBS DO NOT REPRESENT THE WILL OF THE PEOPLE. HISTORY WILL REMEMBER THIS DAY FOR ETERNITY. THE AMERICAN PUBLIC SHOULD TURN OUT IN MASSES THIS FALL AND TAKE THEIR COUNTRY BACK. VOTE STRAIGHT DEMOCRATIC TICK**",1,2020-02-01T15:51:00.000Z
99,toby Jk,Chinese food is a no for me now,0,2020-02-01T15:40:20.000Z
